text,label,source,source_file,text_hash
"oggetto: cambio password completato gentile collega, per workspace atlas: la modifica richiesta questa mattina è stata registrata correttamente. indicazione operativa: se non riconosci l'attività telefona al service desk usando il numero interno. accedi sempre dal preferito aziendale o dall'app ufficiale, senza usare link ricevuti da mittenti sconosciuti. service desk — aurora manufacturing",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-11.txt,f13e5bb3755d5047fcdf7369e2f8226231a0df79eb657720b791f854ff9fb055
"oggetto: rotazione credenziali programmata salve, per workspace atlas registriamo il seguente aggiornamento: nel prossimo accesso verrà proposto il rinnovo periodico delle credenziali. segui la procedura mostrata dopo il normale login aziendale. per assistenza apri una richiesta dal catalogo servizi interno indicando l'oggetto di questa comunicazione. a disposizione, sistemi informativi — università delta",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-12.txt,a6653ee7db388c5e0e6c14c98e7fb39605585d85238493122ce7171a8cb34319
"subject: password expiry reminder hello, your password is due to expire in seven days under the annual security policy. this notice concerns employee hub. open the bookmarked portal and select settings, then security. never send passwords or verification codes by email; use the support details in the company directory if you need help. regards, customer support — example financial",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-13.txt,1a01d99b381700a6d61b51f31cd032344edb0e6361f41c79fce56d01013735be
"subject: password change confirmed hi, this is an informational message about employee hub. the password change requested earlier today was completed successfully. if this was not you, call the internal service desk using the staff directory. if you have already completed the task, no further action is required. best regards, people services — blue yonder group",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-14.txt,19b677f5f69d0ecfc2c32de552570a70a2a0831a1973f9863d87fea7a316b6f9
"subject: password expiry reminder dear colleague, for research portal: your password is due to expire in seven days under the annual security policy. recommended step: open the bookmarked portal and select settings, then security. open the service from your saved corporate portal or its official application, not from an unexpected message. it service desk — northwind research",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-15.txt,171c2f34c76e8b31dbd6cc7569d87fcc990447b37e2f5026d540a57f8970cb1a
"subject: password change confirmed good morning, research portal recorded this routine update: the password change requested earlier today was completed successfully. if this was not you, call the internal service desk using the staff directory. for assistance, open a request from the internal service catalog and quote this notification's subject. operations team — contoso europe",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-16.txt,249363defabdd421ae23ddad7f25561a4e94eb24e30d3480d2d86d585519a378
"subject: password expiry reminder hello, your password is due to expire in seven days under the annual security policy. this notice concerns document registry. open the bookmarked portal and select settings, then security. never send passwords or verification codes by email; use the support details in the company directory if you need help. regards, customer support — example financial",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-17.txt,4529f2079b466b42286e42676e90822f20c8f958c26db357aad0648243ca4fc2
"subject: password change confirmed hi, this is an informational message about document registry. the password change requested earlier today was completed successfully. if this was not you, call the internal service desk using the staff directory. if you have already completed the task, no further action is required. best regards, people services — blue yonder group",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-18.txt,314b671621a3c64ae7629257c861b7bde86b6fbbce30a6cc391c278904524d74
"subject: password expiry reminder dear colleague, for atlas workspace: your password is due to expire in seven days under the annual security policy. recommended step: open the bookmarked portal and select settings, then security. open the service from your saved corporate portal or its official application, not from an unexpected message. it service desk — northwind research",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-19.txt,b30f382aa3e7acbe4ea159ea22591c953f6b15889beddaa37e43ab91dcf47437
"subject: password change confirmed good morning, atlas workspace recorded this routine update: the password change requested earlier today was completed successfully. if this was not you, call the internal service desk using the staff directory. for assistance, open a request from the internal service catalog and quote this notification's subject. operations team — contoso europe",0,synthetic_legitimate_hard_negative_v1,batch_01/b01-password-20.txt,64cd035a92b805bf626d3071d15dccd755e683c551c8aaaf529fd978f5d5efa5
"oggetto: attivazione token approvata buongiorno, l'assegnazione del token mobile richiesta dal responsabile è disponibile per la configurazione. il servizio coinvolto è vpn sede centrale. avvia l'app aziendale e associa il dispositivo dalla sezione sicurezza. non comunicare password o codici via email; per dubbi usa i contatti pubblicati nella intranet. grazie, customer care — banca esempio",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-01.txt,530eb3da193c1fee8a9af6a70880f4c12717ca590b1f7a8885620b41d9962374
"oggetto: rinnovo certificato vpn ciao, questa è una comunicazione informativa relativa a vpn sede centrale. il certificato del profilo vpn arriverà alla normale scadenza questo mese. connetti il computer alla rete aziendale e avvia l'aggiornamento dal client installato. se hai già completato l'operazione puoi ignorare il promemoria. cordiali saluti, service desk — aurora manufacturing",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-02.txt,994238a6d3468ba05151096631ff093d91bfa84b740a1d2c9a3448e57ac66d8a
"oggetto: metodo mfa registrato gentile collega, per vpn sede centrale: il nuovo metodo di autenticazione è stato associato al tuo account di lavoro. indicazione operativa: se riconosci l'operazione non devi fare altro; altrimenti apri un ticket interno. accedi sempre dal preferito aziendale o dall'app ufficiale, senza usare link ricevuti da mittenti sconosciuti. sistemi informativi — università delta",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-03.txt,691a8c20f29379338ac0d7ead31a7e247d1a738b935b7acb2d8094d764672e19
"oggetto: attivazione token approvata salve, per fortitoken aziendale registriamo il seguente aggiornamento: l'assegnazione del token mobile richiesta dal responsabile è disponibile per la configurazione. avvia l'app aziendale e associa il dispositivo dalla sezione sicurezza. per assistenza apri una richiesta dal catalogo servizi interno indicando l'oggetto di questa comunicazione. a disposizione, amministrazione — cooperativa orione",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-04.txt,ac831ce5766c55f6dec5df67c9632e66e099432fd6916da14b97a50ea4addcf0
"oggetto: rinnovo certificato vpn buongiorno, il certificato del profilo vpn arriverà alla normale scadenza questo mese. il servizio coinvolto è fortitoken aziendale. connetti il computer alla rete aziendale e avvia l'aggiornamento dal client installato. non comunicare password o codici via email; per dubbi usa i contatti pubblicati nella intranet. grazie, customer care — banca esempio",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-05.txt,362c269b75dab4376ce9d5ef71b8d2c4e616235ee270f86dcfc2cb52e8154d1b
"oggetto: metodo mfa registrato ciao, questa è una comunicazione informativa relativa a fortitoken aziendale. il nuovo metodo di autenticazione è stato associato al tuo account di lavoro. se riconosci l'operazione non devi fare altro; altrimenti apri un ticket interno. se hai già completato l'operazione puoi ignorare il promemoria. cordiali saluti, service desk — aurora manufacturing",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-06.txt,8c3832e78f4bf1403843f78f36971cd7db8bdc559c6ecd409b3ea638dd3d658e
"oggetto: attivazione token approvata gentile collega, per accesso remoto tecnici: l'assegnazione del token mobile richiesta dal responsabile è disponibile per la configurazione. indicazione operativa: avvia l'app aziendale e associa il dispositivo dalla sezione sicurezza. accedi sempre dal preferito aziendale o dall'app ufficiale, senza usare link ricevuti da mittenti sconosciuti. sistemi informativi — università delta",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-07.txt,5b73fc5ccc1595de9cb88a0cfa8f8b54b8b9cc42e71dc941b562d59d35a81537
"oggetto: rinnovo certificato vpn salve, per accesso remoto tecnici registriamo il seguente aggiornamento: il certificato del profilo vpn arriverà alla normale scadenza questo mese. connetti il computer alla rete aziendale e avvia l'aggiornamento dal client installato. per assistenza apri una richiesta dal catalogo servizi interno indicando l'oggetto di questa comunicazione. a disposizione, amministrazione — cooperativa orione",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-08.txt,070695a8117875177b5e25d1d0f4fe263d59e450edf8fc02c8c1a1d15a8cd703
"oggetto: metodo mfa registrato buongiorno, il nuovo metodo di autenticazione è stato associato al tuo account di lavoro. il servizio coinvolto è accesso remoto tecnici. se riconosci l'operazione non devi fare altro; altrimenti apri un ticket interno. non comunicare password o codici via email; per dubbi usa i contatti pubblicati nella intranet. grazie, customer care — banca esempio",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-09.txt,0be2b3833b531b67e8290eb5f1dec84f0cab587f41f1943a6c0be3bdb7caa327
"oggetto: attivazione token approvata ciao, questa è una comunicazione informativa relativa a portale mfa. l'assegnazione del token mobile richiesta dal responsabile è disponibile per la configurazione. avvia l'app aziendale e associa il dispositivo dalla sezione sicurezza. se hai già completato l'operazione puoi ignorare il promemoria. cordiali saluti, service desk — aurora manufacturing",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-10.txt,f8ed4c0430f315e64064518555c8b67b458fefe7f20986fb5e901e6d68aaacbb
"oggetto: rinnovo certificato vpn gentile collega, per portale mfa: il certificato del profilo vpn arriverà alla normale scadenza questo mese. indicazione operativa: connetti il computer alla rete aziendale e avvia l'aggiornamento dal client installato. accedi sempre dal preferito aziendale o dall'app ufficiale, senza usare link ricevuti da mittenti sconosciuti. sistemi informativi — università delta",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-11.txt,95703bb010fbfbac458e78c64bea22f6ff31dcaab8ab30ccd8e7a3f42ec10bea
"oggetto: metodo mfa registrato salve, per portale mfa registriamo il seguente aggiornamento: il nuovo metodo di autenticazione è stato associato al tuo account di lavoro. se riconosci l'operazione non devi fare altro; altrimenti apri un ticket interno. per assistenza apri una richiesta dal catalogo servizi interno indicando l'oggetto di questa comunicazione. a disposizione, amministrazione — cooperativa orione",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-12.txt,8465df43a630213c687e9fe374baebab25c5dc9cafcc6ef0e86f48da8c458fe8
"subject: vpn certificate renewal hello, the certificate used by your managed vpn profile reaches its scheduled expiry this month. this notice concerns corporate vpn. connect through the managed client and start the update from its settings page. never send passwords or verification codes by email; use the support details in the company directory if you need help. regards, people services — blue yonder group",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-13.txt,2ed2272579b48c38e95c75c2bab0cdf12168752694c724c9e1ee67a0fd25ffdc
"subject: authenticator enrollment confirmed hi, this is an informational message about corporate vpn. the mobile authentication method requested through it has been linked to your work account. no action is needed if you recognize it; otherwise open an internal support ticket. if you have already completed the task, no further action is required. best regards, it service desk — northwind research",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-14.txt,6f23cf6d08b2bb6ef79e3858ad7c6e3e92d65a0c2aba01227b1d57423e5b6234
"subject: vpn certificate renewal dear colleague, for mobile authenticator: the certificate used by your managed vpn profile reaches its scheduled expiry this month. recommended step: connect through the managed client and start the update from its settings page. open the service from your saved corporate portal or its official application, not from an unexpected message. operations team — contoso europe",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-15.txt,0ca74c52f24ef43b557c5ae9dbacb4a16f967bf482cfca1aadb23ff93ed22778
"subject: authenticator enrollment confirmed good morning, mobile authenticator recorded this routine update: the mobile authentication method requested through it has been linked to your work account. no action is needed if you recognize it; otherwise open an internal support ticket. for assistance, open a request from the internal service catalog and quote this notification's subject. customer support — example financial",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-16.txt,061349559c488149cc56a1cac0c9b6fd473da957b351f17364a9b154c8dcd5bf
"subject: vpn certificate renewal hello, the certificate used by your managed vpn profile reaches its scheduled expiry this month. this notice concerns remote engineering access. connect through the managed client and start the update from its settings page. never send passwords or verification codes by email; use the support details in the company directory if you need help. regards, people services — blue yonder group",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-17.txt,decc40647b853f700d0524536e60e8e17fea1d6aad26820403e7d9371d438a20
"subject: authenticator enrollment confirmed hi, this is an informational message about remote engineering access. the mobile authentication method requested through it has been linked to your work account. no action is needed if you recognize it; otherwise open an internal support ticket. if you have already completed the task, no further action is required. best regards, it service desk — northwind research",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-18.txt,f4cece2eceb842f260bdce4c4845386f65f9c8638cc4b5f809db4cb2fac3cd39
"subject: vpn certificate renewal dear colleague, for mfa portal: the certificate used by your managed vpn profile reaches its scheduled expiry this month. recommended step: connect through the managed client and start the update from its settings page. open the service from your saved corporate portal or its official application, not from an unexpected message. operations team — contoso europe",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-19.txt,764436beb12eecf5823925d3b08c910f1b1d0a02bb61510ce094bb826777ebf9
"subject: authenticator enrollment confirmed good morning, mfa portal recorded this routine update: the mobile authentication method requested through it has been linked to your work account. no action is needed if you recognize it; otherwise open an internal support ticket. for assistance, open a request from the internal service catalog and quote this notification's subject. customer support — example financial",0,synthetic_legitimate_hard_negative_v1,batch_02/b02-vpn_mfa-20.txt,b8e17fb539eee4f71a01251c32132df9f8bceb2122a97e053ffb92db1ecd3645
"oggetto: carta virtuale creata buongiorno, è stata generata una carta virtuale di prova con importo massimo di un euro. il servizio coinvolto è app banca esempio. controlla i dettagli direttamente nell'app; se non la riconosci chiama il numero sul retro della carta fisica. non comunicare password o codici via email; per dubbi usa i contatti pubblicati nella intranet. grazie, service desk — aurora manufacturing",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-01.txt,6986dc2dee8fa8fe7fcf0fb9f15b9ed146710c74ecf72fc792f4dece1ec3702c
"oggetto: pagamento contabilizzato ciao, questa è una comunicazione informativa relativa a app banca esempio. un pagamento autorizzato è stato contabilizzato sul conto con la data prevista. verifica il movimento nell'area riservata senza rispondere a questa email automatica. se hai già completato l'operazione puoi ignorare il promemoria. cordiali saluti, sistemi informativi — università delta",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-02.txt,e39113858246188a7b72a1ba9fa9c219f053acd249bde6aed187c62a0ececb64
"oggetto: estratto conto disponibile gentile collega, per app banca esempio: il nuovo estratto conto mensile è pronto nell'archivio documenti. indicazione operativa: apri l'app ufficiale e consulta documenti > estratti conto. accedi sempre dal preferito aziendale o dall'app ufficiale, senza usare link ricevuti da mittenti sconosciuti. amministrazione — cooperativa orione",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-03.txt,ba7f7395413e08371440783f0b7b81c19c9fa3547521f3e43b6afbe71acbd0bd
"oggetto: carta virtuale creata salve, per carta aziendale orione registriamo il seguente aggiornamento: è stata generata una carta virtuale di prova con importo massimo di un euro. controlla i dettagli direttamente nell'app; se non la riconosci chiama il numero sul retro della carta fisica. per assistenza apri una richiesta dal catalogo servizi interno indicando l'oggetto di questa comunicazione. a disposizione, customer care — banca esempio",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-04.txt,119f476dbed9ab5c91f919d05060fdb19ec0f582f5b85222c2b7db3259fea0f6
"oggetto: pagamento contabilizzato buongiorno, un pagamento autorizzato è stato contabilizzato sul conto con la data prevista. il servizio coinvolto è carta aziendale orione. verifica il movimento nell'area riservata senza rispondere a questa email automatica. non comunicare password o codici via email; per dubbi usa i contatti pubblicati nella intranet. grazie, service desk — aurora manufacturing",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-05.txt,51d5c75705ab4f26363618a2e5de3c564139209b8f8e43af22ec447ce83f51e6
"oggetto: estratto conto disponibile ciao, questa è una comunicazione informativa relativa a carta aziendale orione. il nuovo estratto conto mensile è pronto nell'archivio documenti. apri l'app ufficiale e consulta documenti > estratti conto. se hai già completato l'operazione puoi ignorare il promemoria. cordiali saluti, sistemi informativi — università delta",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-06.txt,e634eefbe49393bcdacd090a002097e1f3071ccfef28a056bb528abbb9730a16
"oggetto: carta virtuale creata gentile collega, per tesoreria digitale: è stata generata una carta virtuale di prova con importo massimo di un euro. indicazione operativa: controlla i dettagli direttamente nell'app; se non la riconosci chiama il numero sul retro della carta fisica. accedi sempre dal preferito aziendale o dall'app ufficiale, senza usare link ricevuti da mittenti sconosciuti. amministrazione — cooperativa orione",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-07.txt,14d7f6a8c47301e4db52b24726b1e0bb1aa3653fca77db6ea53b82dbeeea24fe
"oggetto: pagamento contabilizzato salve, per tesoreria digitale registriamo il seguente aggiornamento: un pagamento autorizzato è stato contabilizzato sul conto con la data prevista. verifica il movimento nell'area riservata senza rispondere a questa email automatica. per assistenza apri una richiesta dal catalogo servizi interno indicando l'oggetto di questa comunicazione. a disposizione, customer care — banca esempio",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-08.txt,30350144de0bcbb243b1120bc29c61902232328dc8e18dc8defeccb10cd501ad
"oggetto: estratto conto disponibile buongiorno, il nuovo estratto conto mensile è pronto nell'archivio documenti. il servizio coinvolto è tesoreria digitale. apri l'app ufficiale e consulta documenti > estratti conto. non comunicare password o codici via email; per dubbi usa i contatti pubblicati nella intranet. grazie, service desk — aurora manufacturing",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-09.txt,e8b77de17772d3422142b34850c60b8b5da202cc679bca8efb6f3d676c4f6958
"oggetto: carta virtuale creata ciao, questa è una comunicazione informativa relativa a portale rimborsi. è stata generata una carta virtuale di prova con importo massimo di un euro. controlla i dettagli direttamente nell'app; se non la riconosci chiama il numero sul retro della carta fisica. se hai già completato l'operazione puoi ignorare il promemoria. cordiali saluti, sistemi informativi — università delta",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-10.txt,b155060e3e4d9075802c1ee156a3643b38c333a5d539c364a8283c93ce749aad
"oggetto: pagamento contabilizzato gentile collega, per portale rimborsi: un pagamento autorizzato è stato contabilizzato sul conto con la data prevista. indicazione operativa: verifica il movimento nell'area riservata senza rispondere a questa email automatica. accedi sempre dal preferito aziendale o dall'app ufficiale, senza usare link ricevuti da mittenti sconosciuti. amministrazione — cooperativa orione",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-11.txt,5a72a597e0cce44b74becf3627cebc952fb5a2e4333adf347433970cde96f316
"oggetto: estratto conto disponibile salve, per portale rimborsi registriamo il seguente aggiornamento: il nuovo estratto conto mensile è pronto nell'archivio documenti. apri l'app ufficiale e consulta documenti > estratti conto. per assistenza apri una richiesta dal catalogo servizi interno indicando l'oggetto di questa comunicazione. a disposizione, customer care — banca esempio",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-12.txt,347fb6c0a6bd77bbdb434d4689bc0653389287a917ef078bf10dd51be9837d7e
"subject: virtual card created hello, a low-limit virtual card requested through the approved workflow is now active. this notice concerns example banking app. review it in the official app; call the number printed on the physical card if it is unexpected. never send passwords or verification codes by email; use the support details in the company directory if you need help. regards, it service desk — northwind research",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-13.txt,bb5dbef6b4e4038ad3b7c55809891ccf8e717fdb574a957cc19ff3af5e298a91
"subject: monthly statement available hi, this is an informational message about example banking app. your monthly account statement has been published in the secure document archive. open the official application and select documents, then statements. if you have already completed the task, no further action is required. best regards, operations team — contoso europe",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-14.txt,48ba255b11463baf4feb051ee9ef36fb75b950d3fd77aed949553ef757df7241
"subject: virtual card created dear colleague, for corporate travel card: a low-limit virtual card requested through the approved workflow is now active. recommended step: review it in the official app; call the number printed on the physical card if it is unexpected. open the service from your saved corporate portal or its official application, not from an unexpected message. customer support — example financial",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-15.txt,08c4edd1a2eb5993a3c949752bca2f9993fa7772be8d36e6c82f2c5be13182a4
"subject: monthly statement available good morning, corporate travel card recorded this routine update: your monthly account statement has been published in the secure document archive. open the official application and select documents, then statements. for assistance, open a request from the internal service catalog and quote this notification's subject. people services — blue yonder group",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-16.txt,119f31299605031311b15732e3c3331d02154e37ef53c8bd0d7c2a0206de1ff4
"subject: virtual card created hello, a low-limit virtual card requested through the approved workflow is now active. this notice concerns treasury online. review it in the official app; call the number printed on the physical card if it is unexpected. never send passwords or verification codes by email; use the support details in the company directory if you need help. regards, it service desk — northwind research",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-17.txt,f35c1bce3f015921999a475efa65b5703b0b688d198db1dbb4a3c0247290cc6b
"subject: monthly statement available hi, this is an informational message about treasury online. your monthly account statement has been published in the secure document archive. open the official application and select documents, then statements. if you have already completed the task, no further action is required. best regards, operations team — contoso europe",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-18.txt,afba686903e3bf7b120390b168ebc4444500c1594db1e0eaeb849520740847ef
"subject: virtual card created dear colleague, for expense portal: a low-limit virtual card requested through the approved workflow is now active. recommended step: review it in the official app; call the number printed on the physical card if it is unexpected. open the service from your saved corporate portal or its official application, not from an unexpected message. customer support — example financial",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-19.txt,62fcae7febad6cd9704b16ddcd64826ccd0412126d4f5bdeae2877c1eeb6dcbc
"subject: monthly statement available good morning, expense portal recorded this routine update: your monthly account statement has been published in the secure document archive. open the official application and select documents, then statements. for assistance, open a request from the internal service catalog and quote this notification's subject. people services — blue yonder group",0,synthetic_legitimate_hard_negative_v1,batch_03/b03-banking-20.txt,8e135fde93d132d8fa6a095c53ba0c33cda739e14578fe9db9c1266f8fe6a594
"oggetto: accesso recente verificato buongiorno, è stato registrato un accesso dal computer aziendale assegnato al tuo profilo. il servizio coinvolto è centro sicurezza endpoint. consulta la cronologia dal portale abituale solo se desideri verificare data e posizione. non comunicare password o codici via email; per dubbi usa i contatti pubblicati nella intranet. grazie, sistemi informativi — università delta",0,synthetic_legitimate_hard_negative_v1,batch_04/b04-security_access-01.txt,a544d5a1a8c784c39286fae1f613751c3a07dd64ca830239a82d1640ac124c10
"oggetto: promemoria formazione sicurezza ciao, questa è una comunicazione informativa relativa a centro sicurezza endpoint. il corso annuale sulla protezione dei dati è disponibile fino alla fine del mese. apri il catalogo formazione dalla intranet e riprendi il modulo assegnato. se hai già completato l'operazione puoi ignorare il promemoria. cordiali saluti, amministrazione — cooperativa orione",0,synthetic_legitimate_hard_negative_v1,batch_04/b04-security_access-02.txt,85311209f8db30cd07b62b203f9e4690d3d1a5e153215791cabcfa47451b2165
"oggetto: controllo conformità dispositivo gentile collega, per centro sicurezza endpoint: l'aggiornamento del sistema operativo ha riportato il dispositivo nello stato conforme. indicazione operativa: non è richiesta alcuna operazione finché la console mostra il segno verde. accedi sempre dal preferito aziendale o dall'app ufficiale, senza usare link ricevuti da mittenti sconosciuti. customer care — banca esempio",0,synthetic_legitimate_hard_negative_v1,batch_04/b04-security_access-03.txt,b463ee962af68f6d65a7aaf302bcb55fcee750e199301ef8142b808366382bce
"oggetto: accesso recente verificato salve, per portale formazione registriamo il seguente aggiornamento: è stato registrato un accesso dal computer aziendale assegnato al tuo profilo. consulta la cronologia dal portale abituale solo se desideri verificare data e posizione. per assistenza apri una richiesta dal catalogo servizi interno indicando l'oggetto di questa comunicazione. a disposizione, service desk — aurora manufacturing",0,synthetic_legitimate_hard_negative_v1,batch_04/b04-security_access-04.txt,67419129a0a6b58f08bd614d754e5843dd631e2d279b1fa1092d354550683972
"oggetto: promemoria formazione sicurezza buongiorno, il corso annuale sulla protezione dei dati è disponibile fino alla fine del mese. il servizio coinvolto è portale formazione. apri il catalogo formazione dalla intranet e riprendi il modulo assegnato. non comunicare password o codici via email; per dubbi usa i contatti pubblicati nella intranet. grazie, sistemi informativi — università delta",0,synthetic_legitimate_hard_negative_v1,batch_04/b04-security_access-05.txt,dca12dfa1bb899ffadac3d363436100231f132728b42912ab61dc24d8cd4a928
